code,ch,SEX
L5RBBR,000000000011000,m
L5RBBY,000000000010000,m
L5RBLB,000000000010000,f
L5RBLL,000000000010001,f
L5RBLR,000000000011110,f
L5RBLY,000000000011111,m
L5RBRB,000000000010000,f
L5RBRL,000000000010000,f
L5RBRR,000000000010010,f
L5RBRY,000000000011011,f
L5RBYB,000000000010111,f
L5RBYL,000000000010001,f
L5RBYR,000000000011101,f
L5RBYY,000000000010001,m
L5RLBB,000000000010000,f
L5RLBL,000000000010000,f
L5RLBR,000000000010000,m
L5RLBY,000000000010101,m
L5RLLB,000000000010000,f
L5RLLL,000000000010000,m
L5RLLR,000000000010100,f
L5RLLY,000000000010000,f
L5RLRB,000000000010000,f
L5RLRL,000000000010000,f
L5RLRR,000000000011010,f
L5RLRY,000000000010000,f
L5RLYB,000000000010011,f
L5RLYL,000000000010000,f
L5RLYR,000000000011010,f
L5RLYY,000000000010001,m
L5RRBB,000000000010000,f
L5RRBL,000000000010000,m
L5RRBR,000000000010000,m
L5RRBY,000000000010001,f
L5RRLB,000000000010011,f
L5RRLL,000000000011000,f
L5RRLR,000000000010000,f
L5RRLY,000000000010001,f
L5RRRB,000000000011000,f
L5RRRL,000000000010010,f
L5RRRR,000000000010011,f
L5RRRY,000000000010110,m
L5RRYB,000000000010010,f
L5RRYL,000000000010000,f
L5RRYR,000000000010000,f
L5RRYY,000000000010100,f
L5RYBB,000000000010100,m
L5RYBL,000000000010000,m
L5RYBR,000000000010000,f
L5RYBY,000000000011010,m
L5RYLB,000000000010000,m
L5RYLL,000000000010110,f
L5RYLR,000000000010000,m
L5RYLY,000000000010000,m
L5RYRB,000000000010100,m
L5RYRL,000000000010101,f
L5RYRR,000000000010100,f
L5RYRY,000000000010000,f
L5RYYB,000000000010000,m
L5RYYL,000000000010100,f
L5RYYR,000000000010000,f
L5RYYY,000000000010000,f
L5YBBB,000000000010010,f
L5YBBL,000000000010000,m
L5YBBR,000000000010000,f
L5YBBY,000000000010000,m
L5YBLL,000000000010000,f
L5YBLY,000000000010000,f
L5YBRB,000000000010100,f
L5YBRL,000000000010000,f
L5YBRR,000000000010000,f
L5YBRY,000000000010101,f
L5YBYB,000000000010010,f
L5YBYR,000000000010000,f
L5YBYY,000000000010011,m
L5YLBB,000000000010000,m
L5YLBL,000000000010000,f
L5YLBR,000000000010111,f
L5YLBY,000000000010001,f
L5YLLB,000000000010000,f
L5YLLL,000000000010011,m
L5YLLR,000000000011000,f
L5YLLY,000000000010010,f
L5YLRB,000000000011000,f
L5YLRL,000000000010010,f
L5YLRR,000000000010000,m
L5YLRY,000000000010110,f
L5YLYB,000000000010000,f
L5YLYL,000000000011101,f
L5YLYR,000000000011000,f
L5YRBB,000000000010001,m
L5YRBL,000000000010010,m
L5YRBR,000000000010001,f
L5YRBY,000000000011000,m
L5YRLB,000000000011111,f
L5YRLL,000000000010000,m
L5YRLR,000000000010000,f
L5YRLY,000000000010100,f
L5YRRB,000000000010001,f
L5YRRL,000000000010001,f
L5YRRR,000000000010000,m
L5YRRY,000000000011110,m
L5YRYB,000000000010000,f
L5YRYL,000000000010111,f
L5YRYR,000000000010000,f
L5YRYY,000000000010011,f
L5YYBB,000000000010000,m
L5YYBL,000000000010111,f
L5YYBR,000000000010000,m
L5YYBY,000000000010011,f
L5YYLB,000000000010000,f
L5YYLL,000000000011111,f
L5YYLR,000000000010100,m
L5YYLY,000000000010111,f
L5YYRB,000000000010100,f
L5YYRL,000000000010101,f
L5YYRR,000000000010000,m
L5YYRY,000000000010001,f
L5YYYB,000000000010000,m
L5YYYL,000000000010000,f
L5YYYR,000000000010000,m
L5YYYY,000000000010000,f
L6BLBB,000000000000100,m
L6BLBL,000000000000100,f
L6BLBR,000000000000101,f
L6BLBY,000000000000110,f
L6BLRB,000000000000110,f
L6BLRL,000000000000100,f
L6BLRY,000000000000100,m
L6BRBB,000000000000100,m
L6BRBL,000000000000100,f
L6BRBR,000000000000101,f
L6BRBY,000000000000100,f
L6BRLB,000000000000100,f
L6BRLL,000000000000110,m
L6BRLR,000000000000100,f
L6BRLY,000000000000100,f
L6BRRB,000000000000100,m
L6BRRL,000000000000100,m
L6BRRR,000000000000111,m
L6BRRY,000000000000100,f
L6BRYB,000000000000100,m
L6BRYL,000000000000100,m
L6BRYR,000000000000100,m
L6BRYY,000000000000100,f
L7BLBB,000000000000101,f
L7BLBL,000000000000111,f
L7BLBR,000000000000111,m
L7BLBY,000000000000100,m
L7BLLB,000000000000100,m
L7BLLL,000000000000111,f
L7BLLR,000000000000100,m
L7BLLY,000000000000100,f
L7BLRB,000000000000111,f
L7BLRL,000000000000100,m
L7BLRR,000000000000110,f
L7BLRY,000000000000101,m
L7BLYB,000000000000100,m
L7BLYL,000000000000100,f
L7BLYR,000000000000101,f
L7BLYY,000000000000100,f
L7BRBB,000000000000110,f
L7BRBL,000000000000100,f
L7BRBR,000000000000110,f
L7BRBY,000000000000101,m
L7BRLB,000000000000100,f
L7BRLL,000000000000100,m
L7BRLR,000000000000100,m
L7BRLY,000000000000111,f
L7BRRB,000000000000110,f
L7BRRL,000000000000100,m
L7BRRR,000000000000100,f
L7BRRY,000000000000100,f
L7BRYB,000000000000100,f
L7BRYL,000000000000101,f
L7BRYR,000000000000100,f
L7BRYY,000000000000100,f
L7BYBB,000000000000100,m
L7BYBL,000000000000111,m
L7BYBR,000000000000110,m
L7BYBY,000000000000100,f
L7BYLB,000000000000100,m
L7BYLL,000000000000100,f
L7BYLR,000000000000100,f
L7BYLY,000000000000100,m
L7BYRB,000000000000100,f
L7BYRL,000000000000110,f
L7BYRR,000000000000100,m
L7BYRY,000000000000110,m
L7BYYB,000000000000100,m
L7BYYR,000000000000100,m
L7LBBB,000000000001000,f
L7LBBL,000000000001010,m
L7LBBR,000000000001101,f
L7LBBY,000000000001000,m
L7LBLB,000000000001100,f
L7LBLL,000000000001101,m
L7LBLR,000000000001000,f
L7LBLY,000000000001000,f
L7LBRB,000000000001010,f
L7LBRL,000000000001111,m
L7LBRR,000000000001000,f
L7LBYB,000000000001111,m
L7LBYL,000000000001010,m
L7LBYR,000000000001000,m
L7LBYY,000000000001100,f
L7LLBB,000000000001000,f
L7LLBL,000000000001000,f
L7LLBR,000000000001000,f
L7LLBY,000000000001001,f
L7LLLB,000000000001100,f
L7LLLL,000000000001000,m
L7LLLR,000000000001000,m
L7LLLY,000000000001011,f
L7LLRB,000000000001001,m
L7LLRL,000000000001000,f
L7LLRR,000000000001101,m
L7LLRY,000000000001001,f
L7LLYB,000000000001000,m
L7LLYL,000000000001001,m
L7LLYR,000000000001011,m
L7LLYY,000000000001111,f
L7LRBB,000000000001000,m
L7LRBL,000000000001000,m
L7LRBR,000000000001001,f
L7LRBY,000000000001000,f
L7LRLB,000000000001000,f
L7LRLL,000000000001010,f
L7LRLR,000000000001000,m
L7LRLY,000000000001010,f
L7LRRB,000000000001100,m
L7LRRL,000000000001000,f
L7LRRR,000000000001001,m
L7LRRY,000000000001000,f
L7LRYB,000000000001100,m
L7LRYL,000000000001001,f
L7LRYR,000000000001001,f
L7LRYY,000000000001001,f
L7LYBB,000000000001000,f
L7LYBL,000000000001000,f
L7LYBR,000000000001010,m
L7LYBY,000000000001011,f
L7LYLB,000000000001100,m
L7LYLL,000000000001000,f
L7LYLR,000000000001000,m
L7LYLY,000000000001100,f
L7LYRB,000000000001110,f
L7LYRL,000000000001100,f
L7LYRR,000000000001001,f
L7LYRY,000000000001010,f
L7LYYB,000000000001110,f
L7LYYL,000000000001100,m
L7LYYR,000000000001000,f
L7LYYY,000000000001000,f
L7RBBB,000000000001101,f
L7RBBL,000000000001000,f
L7RBBR,000000000001000,f
L7RBBY,000000000001011,f
L7RBLB,000000000001111,m
L7RBLL,000000000001000,f
L7RBLR,000000000001000,f
L7RBLY,000000000001011,f
L7RBRB,000000000001001,f
L7RBRL,000000000001001,f
L7RBRR,000000000001000,f
L7RBRY,000000000001110,f
L7RBYB,000000000001001,f
L7RBYL,000000000001010,m
L7RBYR,000000000001011,f
L7RBYY,000000000001000,f
L7RLYB,000000000001111,f
L7RLYL,000000000001110,m
L7RLYR,000000000001111,m
L7RLYY,000000000001111,f
L7RRBB,000000000001011,f
L7RRBL,000000000001000,f
L7RRBR,000000000001011,f
L7RRBY,000000000001100,f
L7RRLB,000000000001111,f
L7RRLL,000000000001101,f
L7RRLR,000000000001010,f
L7RRLY,000000000001111,f
L7RRRB,000000000001000,m
L7RRRL,000000000001000,f
L7RRRR,000000000001000,f
L7RRRY,000000000001100,f
L7RRYB,000000000001000,f
L7RRYL,000000000001111,f
L7RRYR,000000000001011,m
L7RRYY,000000000001000,m
L7RYBB,000000000001111,f
L7RYBL,000000000001000,m
L7RYBR,000000000001011,f
L7RYBY,000000000001101,f
L7RYLB,000000000001111,m
L7RYLL,000000000001101,m
L7RYLR,000000000001010,m
L7RYLY,000000000001111,f
L7RYRB,000000000001111,f
L7RYRL,000000000001000,f
L7RYRR,000000000001000,m
L7RYRY,000000000001100,f
L7RYYB,000000000001000,f
L7RYYL,000000000001010,f
L7RYYR,000000000001100,f
L7RYYY,000000000001000,f
L7YBBB,000000000001001,f
L7YBBL,000000000001001,m
L7YBBR,000000000001000,m
L7YBBY,000000000001011,f
L7YBLB,000000000001000,m
L7YBLR,000000000001100,m
L7YBLY,000000000001000,m
L7YBRB,000000000001000,f
L7YBRL,000000000001000,f
L7YBRR,000000000001110,m
L7YBYL,000000000001011,f
L7YBYY,000000000001010,f
L7YLBB,000000000001011,f
L7YLBL,000000000001010,f
L7YLBR,000000000001000,f
L7YLBY,000000000001000,f
L7YLLB,000000000001010,m
L7YLLL,000000000001111,m
L7YLLR,000000000001000,m
L7YLLY,000000000001111,m
L7YLRB,000000000001111,f
L7YLRL,000000000001110,f
L7YLRR,000000000001000,f
L7YLRY,000000000001011,f
L7YLYB,000000000001000,f
L7YLYL,000000000001000,m
L7YLYR,000000000001000,f
L7YLYY,000000000001110,m
L7YRBB,000000000001001,f
L7YRBL,000000000001111,m
L7YRBR,000000000001010,f
L7YRBY,000000000001100,f
L7YRLB,000000000001111,m
L7YRLL,000000000001000,f
L7YRLR,000000000001001,m
L7YRLY,000000000001000,m
L7YRRB,000000000001001,f
L7YRRL,000000000001100,f
L7YRRR,000000000001000,f
L7YRRY,000000000001000,f
L7YRYB,000000000001001,f
L7YRYL,000000000001100,f
L7YRYR,000000000001000,f
L7YRYY,000000000001000,f
L7YYBB,000000000001000,m
L7YYBL,000000000001000,f
L7YYBR,000000000001100,m
L7YYBY,000000000001001,f
L7YYLB,000000000001111,m
L7YYLL,000000000001010,m
L7YYLR,000000000001111,m
L7YYLY,000000000001000,f
L7YYRB,000000000001100,m
L7YYRL,000000000001111,f
L7YYRR,000000000001100,f
L7YYRY,000000000001000,f
L7YYYB,000000000001000,m
L7YYYL,000000000001101,f
L7YYYR,000000000001100,f
L7YYYY,000000000001010,f
L8BBBB,000000000000111,m
L8BBBL,000000000000111,m
L8BBBR,000000000000110,f
L8BBBY,000000000000100,f
L8BBLB,000000000000100,f
L8BBLL,000000000000100,f
L8BBLR,000000000000111,m
L8BBLY,000000000000101,f
L8BBRB,000000000000111,f
L8BBRL,000000000000111,f
L8BBRR,000000000000101,f
L8BBRY,000000000000111,f
L8BBYB,000000000000100,f
L8BBYL,000000000000101,m
L8BBYR,000000000000101,f
L8BBYY,000000000000100,m
L8BLBB,000000000000110,f
L8BLBL,000000000000111,f
L8BLBR,000000000000111,m
L8BLBY,000000000000100,m
L8BLLB,000000000000100,f
L8BLLL,000000000000100,m
L8BLLR,000000000000101,f
L8BLLY,000000000000110,f
L8BLRB,000000000000111,f
L8BLRL,000000000000101,f
L8BLRR,000000000000100,f
L8BLRY,000000000000110,f
L8BLYB,000000000000100,f
L8BLYL,000000000000101,m
L8BLYR,000000000000101,f
L8BLYY,000000000000101,f
L8BRBB,000000000000110,m
L8BRBL,000000000000101,m
L8BRBR,000000000000111,f
L8BRBY,000000000000101,f
L8BRLB,000000000000100,m
L8BRLL,000000000000101,f
L8BRLR,000000000000100,m
L8BRLY,000000000000100,m
L8BRRB,000000000000100,f
L8BRRL,000000000000100,f
L8BRRR,000000000000100,f
L8BRRY,000000000000110,f
L8BRYB,000000000000100,f
L8BRYL,000000000000100,f
L8BRYR,000000000000111,f
L8BRYY,000000000000101,f
L8BYBB,000000000000100,m
L8BYBL,000000000000100,f
L8BYBR,000000000000100,f
L8BYBY,000000000000100,m
L8BYLB,000000000000100,m
L8BYLL,000000000000110,m
L8BYLR,000000000000101,f
L8BYLY,000000000000100,m
L8BYRB,000000000000100,m
L8BYRL,000000000000101,f
L8BYRR,000000000000100,f
L8BYRY,000000000000110,f
L8BYYB,000000000000100,f
L8BYYL,000000000000100,f
L8BYYR,000000000000101,f
L8BYYY,000000000000111,m
L8LYBB,000000000000100,m
L8LYBL,000000000000110,f
L8LYBR,000000000000100,f
L8LYBY,000000000000111,f
L8LYRB,000000000000100,f
L8LYRL,000000000000100,m
L8LYRY,000000000000100,f
L8RBBB,000000000000101,f
L8RBBL,000000000000100,f
L8RBBR,000000000000101,m
L8RBBY,000000000000101,f
L8RBLB,000000000000111,m
L8RBLL,000000000000101,m
L8RBLR,000000000000100,f
L8RBLY,000000000000100,f
L8RBRB,000000000000100,f
L8RBRL,000000000000110,m
L8RBRR,000000000000100,f
L8RBRY,000000000000110,m
L8RBYB,000000000000111,f
L8RBYL,000000000000100,m
L8RBYY,000000000000100,f
L8RLBB,000000000000100,m
L8RLBL,000000000000100,m
L8RLBR,000000000000100,m
L8RLBY,000000000000100,m
L8RLLB,000000000000111,m
L8RLLL,000000000000100,m
L8RLLR,000000000000100,m
L8RLLY,000000000000111,m
L8RLRB,000000000000111,m
L8RLRL,000000000000101,f
L8RLRR,000000000000101,m
L8RLRY,000000000000110,f
L8RLYB,000000000000100,f
L8RLYL,000000000000100,f
L8RLYR,000000000000111,f
L8RLYY,000000000000100,m
L8RRBB,000000000000111,f
L8RRBL,000000000000111,m
L8RRBR,000000000000101,f
L8RRBY,000000000000100,m
L8RRLB,000000000000100,m
L8RRLL,000000000000111,m
L8RRLR,000000000000100,f
L8RRLY,000000000000100,f
L8RRRB,000000000000111,f
L8RRRL,000000000000110,f
L8RRRR,000000000000100,f
L8RRRY,000000000000100,f
L8RRYB,000000000000110,f
L8RRYL,000000000000100,m
L8RRYR,000000000000101,f
L8RRYY,000000000000110,f
L8RYBB,000000000000100,m
L8RYBR,000000000000101,m
L8RYBY,000000000000110,f
L8RYLL,000000000000100,f
L8RYLY,000000000000100,f
L8RYRB,000000000000101,m
L8RYRL,000000000000111,m
L8RYRR,000000000000100,m
L8RYRY,000000000000101,f
L8RYYB,000000000000100,m
L8RYYL,000000000000100,f
L8RYYR,000000000000101,f
L8RYYY,000000000000100,m
N1NRGG,000000000000100,f
N1NRGN,000000000000100,f
N1NRGP,000000000000110,f
N1NRGR,000000000000101,f
N1NRGY,000000000000101,f
N1NRNG,000000000000100,m
N1NRNN,000000000000110,f
N1NRNP,000000000000111,m
N1NRNR,000000000000100,f
N1NRPN,000000000000110,f
N1NRPY,000000000000100,f
N1NRRG,000000000000100,f
N1NRRN,000000000000101,f
N1NRRP,000000000000110,f
N1NRRR,000000000000100,f
N1NRRY,000000000000101,f
N1NRYG,000000000000100,m
N1NRYN,000000000000100,f
N1NRYP,000000000000100,f
N1NRYR,000000000000101,m
N1NRYY,000000000000100,f
N1YNGG,000000000000100,f
N1YNGN,000000000000111,f
N1YNGP,000000000000110,m
N1YNGR,000000000000101,m
N1YNGY,000000000000100,f
N1YNNG,000000000000100,f
N1YNNN,000000000000111,f
N1YNNP,000000000000100,f
N1YNNR,000000000000111,f
N1YNNY,000000000000110,m
N1YNPG,000000000000111,m
N1YNPN,000000000000100,f
N1YNPP,000000000000110,f
N1YNPR,000000000000110,f
N1YNPY,000000000000100,f
N1YNRG,000000000000100,m
N1YNRN,000000000000101,f
N1YNRP,000000000000100,f
N1YNRR,000000000000100,f
N1YNRY,000000000000100,f
N1YNYG,000000000000100,m
N1YNYN,000000000000100,m
N1YNYP,000000000000100,m
N1YNYR,000000000000100,f
N1YNYY,000000000000100,f
N1YRGG,000000000000110,f
N1YRGN,000000000000111,f
N1YRGP,000000000000111,f
N1YRGR,000000000000101,m
N1YRGY,000000000000100,m
N1YRNG,000000000000100,f
N1YRNN,000000000000100,f
N1YRNP,000000000000100,m
N1YRNR,000000000000100,f
N1YRNY,000000000000100,f
N1YRPG,000000000000111,f
N1YRPN,000000000000100,f
N1YRPP,000000000000100,f
N1YRPR,000000000000100,m
N1YRPY,000000000000100,f
N1YRRG,000000000000111,m
N1YRRN,000000000000111,f
N1YRRP,000000000000110,m
N1YRRR,000000000000100,f
N1YRRY,000000000000100,f
N1YRYG,000000000000100,m
N1YRYN,000000000000100,f
N1YRYP,000000000000100,m
N1YRYR,000000000000110,f
N1YRYY,000000000000101,m
N1YYNG,000000000000011,m
N1YYNN,000000000000010,f
N1YYNR,000000000000011,m
N1YYNY,000000000000011,f
N1YYYG,000000000000010,m
N1YYYN,000000000000011,f
N1YYYP,000000000000010,f
N1YYYR,000000000000010,m
N3GPGG,000000000000100,f
N3GPGN,000000000000100,m
N3GPGP,000000000000100,f
N3GPGR,000000000000101,f
N3GPGY,000000000000100,f
N3GPNN,000000000000110,m
N3GPNP,000000000000101,f
N3GPNR,000000000000100,m
N3GPNY,000000000000111,m
N3GPPG,000000000000100,m
N3GPPN,000000000000100,f
N3GPPP,000000000000100,m
N3GPPR,000000000000101,f
N3GPPY,000000000000101,f
N3GPRG,000000000000100,m
N3GPRN,000000000000111,f
N3GPRP,000000000000100,m
N3GPRR,000000000000111,f
N3GPRY,000000000000100,f
N3GPYG,000000000000100,m
N3GPYN,000000000000111,f
N3GPYP,000000000000101,m
N3GPYR,000000000000101,f
N3GPYY,000000000000111,m
N3RGGG,000000000000111,f
N3RGGN,000000000000100,m
N3RGGP,000000000000111,f
N3RGGR,000000000000111,f
N3RGGY,000000000000101,m
N3RGNG,000000000000100,m
N3RGNN,000000000000110,m
N3RGNP,000000000000100,m
N3RGNR,000000000000101,m
N3RGNY,000000000000101,f
N3RGPG,000000000000110,f
N3RGPN,000000000000101,f
N3RGPP,000000000000111,m
N3RGPR,000000000000101,f
N3RGPY,000000000000110,m
N3RGRG,000000000000110,m
N3RGRN,000000000000100,m
N3RGRP,000000000000100,f
N3RGRR,000000000000110,f
N3RGRY,000000000000100,f
N3RGYG,000000000000101,f
N3RGYN,000000000000111,m
N3RGYP,000000000000101,f
N3RGYR,000000000000110,m
N3RGYY,000000000000110,f
N3RPGG,000000000000100,m
N3RPGN,000000000000111,f
N3RPGP,000000000000100,f
N3RPGR,000000000000100,m
N3RPGY,000000000000101,f
N3RPNG,000000000000101,m
N3RPNN,000000000000100,f
N3RPNP,000000000000100,f
N3RPNR,000000000000101,f
N3RPNY,000000000000100,f
N3RPPG,000000000000100,f
N3RPPN,000000000000100,f
N3RPPP,000000000000100,m
N3RPPR,000000000000100,f
N3RPPY,000000000000111,f
N3RPRG,000000000000100,m
N3RPRP,000000000000111,m
N3RPRR,000000000000100,f
N3RPRY,000000000000100,f
N3RPYG,000000000000100,m
N3RPYN,000000000000100,m
N3RPYP,000000000000111,m
N3RPYR,000000000000111,f
N3RPYY,000000000000111,f
N5GGGG,000000000000010,m
N5GGGN,000000000000011,m
N5GGGP,000000000000011,f
N5GGGR,000000000000010,m
N5GGGY,000000000000010,m
N5GGNG,000000000000010,m
N5GGNN,000000000000010,m
N5GGNP,000000000000010,m
N5GGNR,000000000000010,f
N5GGNY,000000000000011,m
N5GGPG,000000000000010,m
N5GGPN,000000000000010,m
N5GGPP,000000000000010,m
N5GGPR,000000000000010,m
N5GGPY,000000000000010,f
N5GGRG,000000000000010,m
N5GGRN,000000000000010,m
N5GGRP,000000000000011,m
N5GGRR,000000000000010,f
N5GGRY,000000000000010,f
N5GGYG,000000000000011,m
N5GGYN,000000000000010,f
N5GGYP,000000000000010,m
N5GGYR,000000000000010,f
N5GGYY,000000000000010,m
N5GNGG,000000000000010,m
N5GNGN,000000000000010,f
N5GNGP,000000000000010,m
N5GNGR,000000000000010,m
N5GNGY,000000000000011,m
N5GNNG,000000000000010,f
N5GNNN,000000000000010,f
N5GNNP,000000000000010,m
N5GNNR,000000000000011,m
N5GNNY,000000000000010,f
N5GNPG,000000000000010,m
N5GNPN,000000000000010,m
N5GNPP,000000000000011,m
N5GNPR,000000000000010,m
N5GNPY,000000000000010,f
N5GNRN,000000000000011,m
N5GNRP,000000000000010,f
N5GNRR,000000000000010,m
N5GNRY,000000000000010,m
N5GNYG,000000000000010,f
N5GNYN,000000000000010,f
N5GNYP,000000000000010,f
N5GNYR,000000000000010,m
N5GNYY,000000000000010,m
N5GPGG,000000000000011,m
N5GPGN,000000000000010,f
N5GPGP,000000000000011,m
N5GPGR,000000000000010,f
N5GPGY,000000000000010,f
N5GPNG,000000000000010,f
N5GPNN,000000000000010,f
N5GPNP,000000000000011,f
N5GPNR,000000000000010,f
N5GPNY,000000000000010,m
N5GPPG,000000000000011,m
N5GPPN,000000000000011,m
N5GPPP,000000000000010,m
N5GPPR,000000000000011,m
N5GPPY,000000000000010,f
N5GPRG,000000000000010,f
N5GPRN,000000000000011,m
N5GPRP,000000000000010,f
N5GPRR,000000000000010,m
N5GPRY,000000000000010,f
N5GPYG,000000000000010,m
N5GPYN,000000000000011,m
N5GPYP,000000000000011,f
N5GPYR,000000000000010,m
N5GPYY,000000000000011,f
N5GRGG,000000000000010,m
N5GRGN,000000000000010,m
N5GRGP,000000000000011,m
N5GRGR,000000000000010,m
N5GRGY,000000000000010,m
N5GRNG,000000000000010,m
N5GRNN,000000000000010,m
N5GRNP,000000000000010,m
N5GRNR,000000000000010,m
N5GRNY,000000000000010,m
N5GRPG,000000000000011,m
N5GRPN,000000000000010,f
N5GRPP,000000000000011,m
N5GRPR,000000000000010,m
N5GRPY,000000000000011,m
N5GRRG,000000000000010,m
N5GRRN,000000000000010,m
N5GRRP,000000000000010,m
N5GRRR,000000000000010,m
N5GRRY,000000000000010,m
N5GRYG,000000000000010,m
N5GRYN,000000000000010,m
N5GRYP,000000000000010,m
N5GRYR,000000000000011,m
N5GRYY,000000000000010,m
N5GYGG,000000000000010,m
N5GYGN,000000000000010,f
N5GYGP,000000000000010,f
N5GYGR,000000000000010,f
N5GYGY,000000000000010,f
N5GYNG,000000000000010,f
N5GYNN,000000000000011,m
N5GYNP,000000000000010,m
N5GYNR,000000000000011,m
N5GYNY,000000000000010,m
N5GYPG,000000000000010,m
N5GYPN,000000000000010,f
N5GYPP,000000000000011,f
N5GYPR,000000000000010,m
N5GYPY,000000000000010,m
N5GYRG,000000000000011,m
N5GYRN,000000000000011,m
N5GYRP,000000000000010,m
N5GYRR,000000000000010,m
N5GYRY,000000000000010,f
N5GYYG,000000000000010,m
N5GYYN,000000000000011,m
N5GYYP,000000000000010,m
N5GYYR,000000000000010,m
N5GYYY,000000000000010,m
N5NYNN,000000000000001,f
N5NYNP,000000000000001,f
N5NYNR,000000000000001,f
N5NYNY,000000000000001,m
N5NYRG,000000000000001,f
N5NYRN,000000000000001,m
N5NYRP,000000000000001,m
N5NYRR,000000000000001,m
N5NYRY,000000000000001,f
N5NYYG,000000000000001,m
N5NYYN,000000000000001,f
N5NYYP,000000000000001,m
N5NYYR,000000000000001,f
N5NYYY,000000000000001,m
N5PNGG,000000000000011,m
N5PNGN,000000000000010,f
N5PNGP,000000000000010,m
N5PNGR,000000000000010,f
N5PNGY,000000000000011,f
N5PNNG,000000000000010,m
N5PNNN,000000000000010,m
N5PNNP,000000000000010,f
N5PNNR,000000000000011,f
N5PNNY,000000000000010,f
N5PNPG,000000000000010,f
N5PNPN,000000000000010,m
